;name;dataset;size;train_index;anomalous;events;anomaly_rate;first
772;773_YAHOO_id_223_WebService_tr_500_1st_137;YAHOO;1680;500;15;31;0.008928571428571428;137
773;774_YAHOO_id_224_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
774;775_YAHOO_id_225_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
775;776_YAHOO_id_226_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
776;777_YAHOO_id_227_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
777;778_YAHOO_id_228_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
778;779_YAHOO_id_229_WebService_tr_500_1st_25;YAHOO;1680;500;16;31;0.009523809523809525;25
779;780_YAHOO_id_230_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
780;781_YAHOO_id_231_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
781;782_YAHOO_id_232_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
782;783_YAHOO_id_233_WebService_tr_500_1st_24;YAHOO;1680;500;13;27;0.007738095238095238;24
783;784_YAHOO_id_234_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
784;785_YAHOO_id_235_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
785;786_YAHOO_id_236_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
786;787_YAHOO_id_237_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
787;788_YAHOO_id_238_WebService_tr_500_1st_973;YAHOO;1680;500;1;3;0.0005952380952380953;973
788;789_YAHOO_id_239_WebService_tr_500_1st_421;YAHOO;1461;500;3;3;0.002053388090349076;421
789;790_YAHOO_id_240_WebService_tr_500_1st_119;YAHOO;1680;500;5;11;0.002976190476190476;119
790;791_YAHOO_id_241_WebService_tr_500_1st_593;YAHOO;1680;500;2;5;0.0011904761904761906;593
791;792_YAHOO_id_242_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
792;793_YAHOO_id_243_WebService_tr_500_1st_28;YAHOO;1680;500;5;11;0.002976190476190476;28
793;794_YAHOO_id_244_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
794;795_YAHOO_id_245_WebService_tr_500_1st_84;YAHOO;1680;500;10;21;0.005952380952380952;84
795;796_YAHOO_id_246_WebService_tr_500_1st_222;YAHOO;1680;500;5;11;0.002976190476190476;222
796;797_YAHOO_id_247_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
797;798_YAHOO_id_248_WebService_tr_500_1st_105;YAHOO;1680;500;16;31;0.009523809523809525;105
798;799_YAHOO_id_249_WebService_tr_500_1st_852;YAHOO;1680;500;6;13;0.0035714285714285713;852
799;800_YAHOO_id_250_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
800;801_YAHOO_id_251_WebService_tr_500_1st_190;YAHOO;1680;500;8;17;0.004761904761904762;190
801;802_YAHOO_id_252_WebService_tr_500_1st_63;YAHOO;1680;500;7;15;0.004166666666666667;63
802;803_YAHOO_id_253_WebService_tr_500_1st_58;YAHOO;1680;500;13;27;0.007738095238095238;58
803;804_YAHOO_id_254_WebService_tr_500_1st_420;YAHOO;1461;500;9;7;0.006160164271047228;420
804;805_YAHOO_id_255_WebService_tr_500_1st_95;YAHOO;1680;500;10;21;0.005952380952380952;95
805;806_YAHOO_id_256_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
806;807_YAHOO_id_257_WebService_tr_500_1st_1210;YAHOO;1424;500;17;7;0.011938202247191011;1210
807;808_YAHOO_id_258_WebService_tr_500_1st_142;YAHOO;1439;500;10;7;0.006949270326615705;142
808;809_YAHOO_id_259_WebService_tr_500_1st_123;YAHOO;1680;500;11;23;0.006547619047619048;123
809;810_Exathlon_id_1_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
810;811_Exathlon_id_2_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
811;812_Exathlon_id_3_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
812;813_Exathlon_id_4_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
813;814_Exathlon_id_5_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
814;815_Exathlon_id_6_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
815;816_Exathlon_id_7_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
816;817_Exathlon_id_8_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
817;818_Exathlon_id_9_Facility_tr_11665_1st_13484;Exathlon;46660;11665;2928;7;0.06275182168881269;13484
818;819_Exathlon_id_10_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
819;820_Exathlon_id_11_Facility_tr_11665_1st_13484;Exathlon;46660;11665;2928;7;0.06275182168881269;13484
820;821_Exathlon_id_12_Facility_tr_6985_1st_7085;Exathlon;46649;6985;4856;11;0.10409655083710262;7085
821;822_Exathlon_id_13_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
822;823_Exathlon_id_14_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
823;824_Exathlon_id_15_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
824;825_Exathlon_id_16_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
825;826_Exathlon_id_17_Facility_tr_11665_1st_13484;Exathlon;46660;11665;2928;7;0.06275182168881269;13484
826;827_Exathlon_id_18_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
827;828_Exathlon_id_19_Facility_tr_11663_1st_13482;Exathlon;46655;11663;2948;7;0.06318722537777302;13482
828;829_Exathlon_id_20_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
829;830_Exathlon_id_21_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
830;831_Exathlon_id_22_Facility_tr_11665_1st_13484;Exathlon;46660;11665;2928;7;0.06275182168881269;13484
831;832_Exathlon_id_23_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
832;833_Exathlon_id_24_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
833;834_Exathlon_id_25_Facility_tr_11665_1st_13484;Exathlon;46660;11665;2928;7;0.06275182168881269;13484
834;835_Exathlon_id_26_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
835;836_Exathlon_id_27_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
836;837_Exathlon_id_28_Facility_tr_8898_1st_8998;Exathlon;46650;8898;3891;9;0.08340836012861737;8998
837;838_Exathlon_id_29_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
838;839_Exathlon_id_30_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
839;840_Exathlon_id_31_Facility_tr_10766_1st_12590;Exathlon;43066;10766;5437;6;0.12624808433567083;12590
840;841_Exathlon_id_32_Facility_tr_11663_1st_13482;Exathlon;46655;11663;2948;7;0.06318722537777302;13482
841;842_OPPORTUNITY_id_1_HumanActivity_tr_7295_1st_27516;OPPORTUNITY;29182;7295;330;3;0.011308340758001507;27516
842;843_OPPORTUNITY_id_2_HumanActivity_tr_808_1st_908;OPPORTUNITY;9057;808;1142;3;0.12609031688196976;908
843;844_OPPORTUNITY_id_3_HumanActivity_tr_500_1st_566;OPPORTUNITY;15653;500;967;5;0.06177729508720373;566
844;845_OPPORTUNITY_id_4_HumanActivity_tr_7295_1st_27516;OPPORTUNITY;29182;7295;330;3;0.011308340758001507;27516
845;846_OPPORTUNITY_id_5_HumanActivity_tr_2085_1st_2185;OPPORTUNITY;22194;2085;818;5;0.03685680814634586;2185
846;847_OPPORTUNITY_id_6_HumanActivity_tr_808_1st_908;OPPORTUNITY;9057;808;1142;3;0.12609031688196976;908
847;848_OPPORTUNITY_id_7_HumanActivity_tr_1477_1st_1577;OPPORTUNITY;18011;1477;396;5;0.021986563766587086;1577
848;849_OPPORTUNITY_id_8_HumanActivity_tr_1100_1st_1200;OPPORTUNITY;24892;1100;608;5;0.02442551823879158;1200
849;850_OPPORTUNITY_id_9_HumanActivity_tr_895_1st_995;OPPORTUNITY;14751;895;438;3;0.029692902176123654;995
850;851_OPPORTUNITY_id_10_HumanActivity_tr_6213_1st_7311;OPPORTUNITY;24852;6213;872;3;0.03508771929824561;7311
851;852_OPPORTUNITY_id_11_HumanActivity_tr_500_1st_566;OPPORTUNITY;15653;500;967;5;0.06177729508720373;566
852;853_OPPORTUNITY_id_12_HumanActivity_tr_808_1st_908;OPPORTUNITY;9057;808;1142;3;0.12609031688196976;908
853;854_OPPORTUNITY_id_13_HumanActivity_tr_1477_1st_1577;OPPORTUNITY;18011;1477;396;5;0.021986563766587086;1577
854;855_OPPORTUNITY_id_14_HumanActivity_tr_808_1st_908;OPPORTUNITY;9057;808;1142;3;0.12609031688196976;908
855;856_OPPORTUNITY_id_15_HumanActivity_tr_808_1st_908;OPPORTUNITY;9057;808;1142;3;0.12609031688196976;908
856;857_OPPORTUNITY_id_16_HumanActivity_tr_500_1st_566;OPPORTUNITY;15653;500;967;5;0.06177729508720373;566
857;858_OPPORTUNITY_id_17_HumanActivity_tr_808_1st_908;OPPORTUNITY;9057;808;1142;3;0.12609031688196976;908
858;859_OPPORTUNITY_id_18_HumanActivity_tr_895_1st_995;OPPORTUNITY;14751;895;438;3;0.029692902176123654;995
859;860_OPPORTUNITY_id_19_HumanActivity_tr_808_1st_908;OPPORTUNITY;9057;808;1142;3;0.12609031688196976;908
860;861_OPPORTUNITY_id_20_HumanActivity_tr_2085_1st_2185;OPPORTUNITY;22194;2085;818;5;0.03685680814634586;2185
861;862_OPPORTUNITY_id_21_HumanActivity_tr_500_1st_566;OPPORTUNITY;15653;500;967;5;0.06177729508720373;566
862;863_OPPORTUNITY_id_22_HumanActivity_tr_808_1st_908;OPPORTUNITY;9057;808;1142;3;0.12609031688196976;908
863;864_OPPORTUNITY_id_23_HumanActivity_tr_895_1st_995;OPPORTUNITY;14751;895;438;3;0.029692902176123654;995
864;865_OPPORTUNITY_id_24_HumanActivity_tr_2085_1st_2185;OPPORTUNITY;22194;2085;818;5;0.03685680814634586;2185
865;866_OPPORTUNITY_id_25_HumanActivity_tr_6213_1st_7311;OPPORTUNITY;24852;6213;872;3;0.03508771929824561;7311
866;867_OPPORTUNITY_id_26_HumanActivity_tr_808_1st_908;OPPORTUNITY;9057;808;1142;3;0.12609031688196976;908
867;868_OPPORTUNITY_id_27_HumanActivity_tr_2085_1st_2185;OPPORTUNITY;22194;2085;818;5;0.03685680814634586;2185
868;869_OPPORTUNITY_id_28_HumanActivity_tr_500_1st_566;OPPORTUNITY;15653;500;967;5;0.06177729508720373;566
869;870_OPPORTUNITY_id_29_HumanActivity_tr_1477_1st_1577;OPPORTUNITY;18011;1477;396;5;0.021986563766587086;1577
